"detail_id","parent_detail_id","wbs_id","detail_level","detail_name","fy","cost_component","amount_musd","amount_usd","cost_scope","basis_type","source_id","traceability_note"
"D-1.11-LABOR-FY2027","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2027","FY2027","labor","24.5","24500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2027","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2027","FY2027","material","7","7000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2028","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2028","FY2028","integration","3.2","3200000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2028","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2028","FY2028","labor","22.4","22400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2028","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2028","FY2028","material","6.4","6400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2029","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2029","FY2029","integration","2.8","2800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2029","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2029","FY2029","labor","19.6","19600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2029","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2029","FY2029","material","5.6","5600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2030","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2030","FY2030","integration","2.2","2200000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2030","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2030","FY2030","labor","15.4","15400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2030","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2030","FY2030","material","4.4","4400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2031","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2031","FY2031","integration","1.8","1800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2031","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2031","FY2031","labor","12.6","12600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2031","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2031","FY2031","material","3.6","3600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2032","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2032","FY2032","integration","1","1000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2032","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2032","FY2032","labor","7","7000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2032","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2032","FY2032","material","2","2000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-INTEGRATION-FY2033","D-1.11-INTEGRATION","1.11","3","Ground Systems integration cost FY2033","FY2033","integration","0.5","500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-LABOR-FY2033","D-1.11-LABOR","1.11","3","Ground Systems labor cost FY2033","FY2033","labor","3.5","3500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.11-MATERIAL-FY2033","D-1.11-MATERIAL","1.11","3","Ground Systems material cost FY2033","FY2033","material","1","1000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;INT-004","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-TOTAL","","1.12","1","Mission Operations total current cost","","total","788","788000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Rollup node for grouped current cost by WBS branch."
"D-1.12-INTEGRATION","D-1.12-TOTAL","1.12","2","Mission Operations integration cost","","integration","78.8","78800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.12-LABOR","D-1.12-TOTAL","1.12","2","Mission Operations labor cost","","labor","551.6","551600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.12-MATERIAL","D-1.12-TOTAL","1.12","2","Mission Operations material cost","","material","157.6","157600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Grouped component total used to bridge WBS current cost to annual line items."
"D-1.12-INTEGRATION-FY2026","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2026","FY2026","integration","2.2","2200000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2026","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2026","FY2026","labor","15.4","15400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2026","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2026","FY2026","material","4.4","4400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2027","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2027","FY2027","integration","5.5","5500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2027","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2027","FY2027","labor","38.5","38500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2027","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2027","FY2027","material","11","11000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2028","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2028","FY2028","integration","11.8","11800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2028","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2028","FY2028","labor","82.6","82600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2028","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2028","FY2028","material","23.6","23600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2029","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2029","FY2029","integration","11.2","11200000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2029","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2029","FY2029","labor","78.4","78400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2029","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2029","FY2029","material","22.4","22400000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2030","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2030","FY2030","integration","11.8","11800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2030","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2030","FY2030","labor","82.6","82600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2030","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2030","FY2030","material","23.6","23600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2031","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2031","FY2031","integration","12.8","12800000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2031","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2031","FY2031","labor","89.6","89600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2031","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2031","FY2031","material","25.6","25600000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2032","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2032","FY2032","integration","13.5","13500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2032","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2032","FY2032","labor","94.5","94500000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2032","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2032","FY2032","material","27","27000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-INTEGRATION-FY2033","D-1.12-INTEGRATION","1.12","3","Mission Operations integration cost FY2033","FY2033","integration","10","10000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-LABOR-FY2033","D-1.12-LABOR","1.12","3","Mission Operations labor cost FY2033","FY2033","labor","70","70000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
"D-1.12-MATERIAL-FY2033","D-1.12-MATERIAL","1.12","3","Mission Operations material cost FY2033","FY2033","material","20","20000000","program_reference_nasa_led","engineering_build_up_and_schedule_phased","INT-001;WEB-007","Annual grouped detail line. Rolls to the component subtotal and then to the WBS current-cost total."
